Order_ID,Order_Date,Ship_Date,Ship Mode,Customer_ID,Product_ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-168081,2016-04-24,2016-04-27,Second Class,CA-12055,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
CA-2016-138933,2016-04-24,2016-04-27,First Class,JL-15130,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1,0.2,1.3944
CA-2016-149279,2016-04-24,2016-04-28,Standard Class,CL-12700,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,15.552,3,0.2,5.4432
CA-2016-149279,2016-04-24,2016-04-28,Standard Class,CL-12700,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2,149.148
CA-2016-149279,2016-04-24,2016-04-28,Standard Class,CL-12700,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,3.108,2,0.7,-2.1756
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
CA-2016-139556,2016-04-26,2016-05-01,Standard Class,DB-13360,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,3,0.1,62.7822
CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773
CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956
CA-2016-152814,2016-04-28,2016-05-02,Standard Class,EH-14005,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.472,3,0.2,9.9468
CA-2016-137204,2016-04-28,2016-05-05,Standard Class,BO-11350,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.568,2,0.2,2.598
CA-2016-167605,2016-04-28,2016-04-30,Second Class,RB-19570,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",30.344,2,0.6,-31.8612
CA-2016-154788,2016-04-30,2016-05-04,Standard Class,JL-15835,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
US-2016-120460,2016-04-30,2016-05-05,Standard Class,BF-11170,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
CA-2016-144792,2016-04-30,2016-05-04,Standard Class,KD-16615,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,0.2,22.3776
CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,1,0.2,1.2948
CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.071
CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,0.7,-2.0108
CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92,2,0,53.8608
CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,19.44,3,0,9.3312
CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0,4.3524
CA-2016-148698,2016-05-02,2016-05-07,Standard Class,BD-11770,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397
CA-2016-146836,2016-05-02,2016-05-02,Same Day,CC-12475,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,0,12.5832
CA-2016-146836,2016-05-02,2016-05-02,Same Day,CC-12475,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.576,3,0.2,15.9516
CA-2016-154060,2016-05-02,2016-05-08,Standard Class,DL-12865,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056,9,0.2,11.691
CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,18.936,3,0.2,-3.7872
CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168
CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,OFF-LA-10000973,Office Supplies,Labels,Avery 502,5.04,2,0.2,1.764
CA-2016-109400,2016-05-02,2016-05-06,Standard Class,NR-18550,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232
CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0,4.0192
CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93
CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0,6.0168
CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",214.7,5,0,83.733
CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1,0.8,-3.6003
CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,OFF-AR-10003217,Office Supplies,Art,Newell 316,27.384,7,0.2,2.7384
CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,3,0.8,-71.2962
CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,5,0.2,34.7865
CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,195.64,5,0.2,-44.019
CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,10.3936
CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3,0.2,-75.5958
CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,224.937,3,0.7,-164.9538
CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,OFF-LA-10000081,Office Supplies,Labels,Avery 496,6,2,0.2,2.1
CA-2016-145247,2016-05-05,2016-05-07,First Class,ND-18370,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,0,36.4044
CA-2016-112676,2016-05-05,2016-05-08,First Class,PJ-18835,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,3,0.2,5.2026
CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0,1.0166
CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,0.2,21.5397
CA-2016-160500,2016-05-05,2016-05-08,First Class,DM-13015,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,0.2,2.352
CA-2016-160500,2016-05-05,2016-05-08,First Class,DM-13015,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,3,0.2,7.4694
US-2016-147991,2016-05-05,2016-05-09,Standard Class,ZD-21925,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.344
CA-2016-126165,2016-05-05,2016-05-07,Second Class,AH-10465,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772
US-2016-102239,2016-05-05,2016-05-06,First Class,LW-16990,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,6,0,320.3172
US-2016-102239,2016-05-05,2016-05-06,First Class,LW-16990,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,2,0.2,2.0048
CA-2016-105662,2016-05-05,2016-05-09,Standard Class,RB-19465,OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.248,4,0.2,31.4712
CA-2016-105662,2016-05-05,2016-05-09,Standard Class,RB-19465,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665
CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,2,0.2,1.7138
CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568,2,0.2,15.49
CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,7,0.2,11.6263
CA-2016-139234,2016-05-06,2016-05-10,Standard Class,AF-10870,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2,0.8,-5.2932
CA-2016-139234,2016-05-06,2016-05-10,Standard Class,AF-10870,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,0.2,-3.272
US-2016-146857,2016-05-06,2016-05-08,Second Class,BE-11455,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1,0,15.2544
CA-2016-137393,2016-05-06,2016-05-10,Standard Class,GM-14500,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,4,0,14.144
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,CJ-12010,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7,0.2,30.8966
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,CJ-12010,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.4,3,0,22.2
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,CJ-12010,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,0.1,59.0352
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,CJ-12010,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,5,0,1159.9855
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,CJ-12010,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0,21.9945
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,CJ-12010,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,8,0,28.0192
CA-2016-164672,2016-05-08,2016-05-13,Second Class,GB-14530,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0,42.392
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688,2,0.2,3.7408
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,0.2,1.57
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264
CA-2016-111696,2016-05-08,2016-05-10,First Class,TB-21625,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,3,0,8.073
CA-2016-169166,2016-05-09,2016-05-14,Standard Class,SS-20590,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,0,13.1572
CA-2016-109176,2016-05-09,2016-05-15,Standard Class,JW-16075,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1,0.2,3.504
CA-2016-109176,2016-05-09,2016-05-15,Standard Class,JW-16075,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5,0.2,9.92
CA-2016-161158,2016-05-09,2016-05-13,Standard Class,PS-18970,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8,5,0,3.44
US-2016-159093,2016-05-09,2016-05-14,Standard Class,RS-19420,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4,0,14.418
CA-2016-112382,2016-05-09,2016-05-13,Standard Class,MB-18085,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.136,2,0.2,1.9136
CA-2016-159765,2016-05-09,2016-05-12,Second Class,TH-21100,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,27.86,7,0,9.1938
US-2016-144057,2016-05-09,2016-05-13,Standard Class,CV-12805,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",856.656,6,0.2,107.082
US-2016-144057,2016-05-09,2016-05-13,Standard Class,CV-12805,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,4,0.8,-20.4352
US-2016-144057,2016-05-09,2016-05-13,Standard Class,CV-12805,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,4,0.8,-131.7168
US-2016-144057,2016-05-09,2016-05-13,Standard Class,CV-12805,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76.64,2,0.2,26.824
US-2016-144057,2016-05-09,2016-05-13,Standard Class,CV-12805,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,6,0.8,-27.792
CA-2016-161543,2016-05-10,2016-05-16,Standard Class,RD-19720,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,0,5.8604
CA-2016-133816,2016-05-10,2016-05-13,Second Class,CS-12400,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,743.988,2,0.4,-123.998
CA-2016-117625,2016-05-10,2016-05-15,Standard Class,GM-14500,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,7.072,2,0.2,2.3868
CA-2016-162733,2016-05-11,2016-05-12,First Class,TT-21070,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,0,2.691
CA-2016-109911,2016-05-12,2016-05-16,Standard Class,VG-21805,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,0,2.9592
US-2016-101196,2016-05-12,2016-05-17,Standard Class,FM-14215,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624
CA-2016-167416,2016-05-12,2016-05-17,Standard Class,JM-15580,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9,5,0,26.901
CA-2016-100510,2016-05-12,2016-05-17,Standard Class,HM-14860,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0,4.4088
CA-2016-100510,2016-05-12,2016-05-17,Standard Class,HM-14860,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,0,303.3408
US-2016-123610,2016-05-12,2016-05-16,Standard Class,VM-21835,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120,6,0,46.8
US-2016-123610,2016-05-12,2016-05-16,Standard Class,VM-21835,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,8.67,1,0,2.3409
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,0.2,29.769
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.582,3,0.7,-44.1462
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.104,6,0.2,10.8864
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,3,0.2,8.3028
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,2,0.2,0.4172
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2,0.7,-7.612
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,8,0.7,-9.8208
CA-2016-108224,2016-05-14,2016-05-14,Same Day,TH-21235,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,185.528,7,0.2,48.7011
US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,0,240.5648
US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,0,25.7488
US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0,2.1684
CA-2016-152408,2016-05-15,2016-05-21,Standard Class,TT-21220,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772
CA-2016-141180,2016-05-15,2016-05-19,Second Class,DP-13000,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,7.764,4,0.7,-5.176
CA-2016-165673,2016-05-15,2016-05-19,Second Class,MN-17935,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.5216
CA-2016-122133,2016-05-16,2016-05-23,Standard Class,JR-15670,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4,0,0
CA-2016-133144,2016-05-16,2016-05-21,Second Class,DO-13435,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,17.34,3,0,8.4966
CA-2016-130638,2016-05-16,2016-05-19,Second Class,SC-20095,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,0,19.7988
CA-2016-130638,2016-05-16,2016-05-19,Second Class,SC-20095,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27.72,9,0,13.3056
US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648
US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144
CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,0,18.8993
CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,0,6.8714
CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,0,17.324
US-2016-117037,2016-05-17,2016-05-20,First Class,LW-17215,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,1,0.8,-4.7685
US-2016-117037,2016-05-17,2016-05-20,First Class,LW-17215,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,7.896,3,0.2,2.4675
US-2016-117037,2016-05-17,2016-05-20,First Class,LW-17215,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
US-2016-117037,2016-05-17,2016-05-20,First Class,LW-17215,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",30.528,8,0.2,9.54
CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,26.07
CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906
CA-2016-157245,2016-05-19,2016-05-24,Standard Class,LE-16810,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0,179.7488
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0,70.441
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0,0
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0,15.0864
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0,12.3256
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,0.2,14.92
CA-2016-126935,2016-05-19,2016-05-24,Standard Class,BT-11395,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544
US-2016-152835,2016-05-19,2016-05-23,Standard Class,RP-19855,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4,5,0,6.206
CA-2016-138282,2016-05-19,2016-05-23,Standard Class,AH-10690,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,87.84,8,0,23.7168
CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792
CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,0.2,5.0128
CA-2016-105256,2016-05-20,2016-05-20,Same Day,JK-15730,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
CA-2016-108567,2016-05-20,2016-05-24,Standard Class,DB-13210,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,0.7,-2.245
CA-2016-146010,2016-05-20,2016-05-23,First Class,EH-14125,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,40.635,7,0.7,-32.508
US-2016-139486,2016-05-21,2016-05-23,First Class,LH-17155,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,3,0.2,-12.4146
US-2016-139486,2016-05-21,2016-05-23,First Class,LH-17155,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,0,27.1666
CA-2016-107202,2016-05-21,2016-05-28,Standard Class,LC-16930,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,0.2,179.73
CA-2016-127642,2016-05-21,2016-05-23,First Class,CP-12340,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.96,2,0,54.8604
CA-2016-114209,2016-05-21,2016-05-26,Standard Class,AS-10285,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,0.8,-3.2406
CA-2016-114209,2016-05-21,2016-05-26,Standard Class,AS-10285,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82.656,9,0.2,30.996
CA-2016-125920,2016-05-21,2016-05-28,Standard Class,SH-19975,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,3,0.8,-5.8869
CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345,5,0,86.25
CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286,2,0.3,-19.9184
CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84,4,0,172.3384
CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0,30.432
CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6,0,12.9024
